date,spx,dji,ixic,rut
2003-12-24,1094.04,10305.1904,1969.23,552.35
2003-12-26,1095.89,10324.6699,1973.14,554.9
2003-12-29,1109.48,10450.0,2006.48,563.88
2003-12-30,1109.64,10425.04,2009.88,565.47
2003-12-31,1111.92,10453.9199,2003.37,556.91
2004-01-02,1108.48,10409.8496,2006.6801,560.85
2004-01-05,1122.22,10544.0703,2047.36,568.92
2004-01-06,1123.67,10538.6602,2057.3701,569.89
2004-01-07,1126.33,10529.0303,2077.6799,574.62
2004-01-08,1131.92,10592.4404,2100.25,579.62
2004-01-09,1121.86,10458.8896,2086.9199,575.2
2004-01-12,1127.23,10485.1797,2111.78,583.01
2004-01-13,1121.22,10427.1797,2096.4399,581.16
2004-01-14,1130.52,10538.3701,2111.1299,586.12
2004-01-15,1132.05,10553.8496,2109.0801,586.36
2004-01-16,1139.83,10600.5098,2140.46,590.41
2004-01-20,1138.77,10528.6602,2147.98,597.98
2004-01-21,1147.62,10623.6201,2142.45,597.48
2004-01-22,1143.9399,10623.1797,2119.01,591.73
2004-01-23,1141.55,10568.29,2123.8701,596.14
2004-01-26,1155.37,10702.5098,2153.8301,601.5
2004-01-27,1144.05,10609.9199,2116.04,595.17
2004-01-28,1128.48,10468.3701,2077.3701,583.91
2004-01-29,1134.11,10510.29,2068.23,579.86
2004-01-30,1131.13,10488.0703,2066.1499,580.76
2004-02-02,1135.26,10499.1797,2063.1499,580.54
2004-02-03,1136.03,10505.1797,2066.21,579.15
2004-02-04,1126.52,10470.7402,2014.14,564.03
2004-02-05,1128.59,10495.5498,2019.5601,569.54
2004-02-06,1142.76,10593.0303,2064.01,584.07
2004-02-09,1139.8101,10579.0303,2060.5701,585.49
2004-02-10,1145.54,10613.8496,2075.3301,592.83
2004-02-11,1157.76,10737.7002,2089.6599,597.07
2004-02-12,1152.11,10694.0703,2073.6101,592.75
2004-02-13,1145.8101,10627.8496,2053.5601,585.14
2004-02-17,1156.99,10714.8799,2080.3501,594.48
2004-02-18,1151.8199,10671.9902,2076.47,591.48
2004-02-19,1147.0601,10664.7305,2045.96,582.59
2004-02-20,1144.11,10619.0303,2037.9301,579.89
2004-02-23,1140.99,10609.6201,2007.52,570.2
2004-02-24,1139.09,10566.3701,2005.4399,571.87
2004-02-25,1143.67,10601.6201,2022.98,579.04
2004-02-26,1144.91,10580.1396,2032.5699,583.86
2004-02-27,1144.9399,10583.9199,2029.8199,585.56
2004-03-01,1155.97,10678.1396,2057.8,594.77
2004-03-02,1149.1,10591.4805,2039.65,591.06
2004-03-03,1151.03,10593.1104,2033.36,591.32
2004-03-04,1154.87,10588.0,2055.1101,598.38
2004-03-05,1156.86,10595.5498,2047.63,599.54
2004-03-08,1147.2,10529.4805,2008.78,592.51
2004-03-09,1140.58,10456.96,1995.16,585.95
2004-03-10,1123.89,10296.8896,1964.15,575.01
2004-03-11,1106.78,10128.3799,1943.89,568.74
2004-03-12,1120.5699,10240.0801,1984.73,582.84
2004-03-15,1104.49,10102.8896,1939.2,566.95
2004-03-16,1110.7,10184.6699,1943.09,566.64
2004-03-17,1123.75,10300.2998,1976.76,578.57
2004-03-18,1122.3199,10295.7803,1962.4399,574.55
2004-03-19,1109.78,10186.5996,1940.47,570.74
2004-03-22,1095.4,10064.75,1909.9,558.99
2004-03-23,1093.95,10063.6396,1901.8,560.92
2004-03-24,1091.33,10048.2305,1909.48,557.63
2004-03-25,1109.1899,10218.8203,1967.17,571.53
2004-03-26,1108.0601,10212.9697,1960.02,572.92
2004-03-29,1122.47,10329.6299,1992.5699,583.39
2004-03-30,1127.0,10381.7002,2000.63,589.4
2004-03-31,1126.21,10357.7002,1994.22,590.31
2004-04-01,1132.17,10373.3301,2015.01,595.32
2004-04-02,1141.8101,10470.5898,2057.1699,603.45
2004-04-05,1150.5699,10558.3701,2079.1201,606.39
2004-04-06,1148.16,10570.8096,2059.8999,599.33
2004-04-07,1140.53,10480.1504,2050.24,601.64
2004-04-08,1139.3199,10442.0303,2052.8799,597.88
2004-04-12,1145.2,10515.5596,2065.48,599.65
2004-04-13,1129.4399,10381.2803,2030.08,585.83
2004-04-14,1128.17,10377.9502,2024.85,582.02
2004-04-15,1128.84,10397.46,2002.17,580.3
2004-04-16,1134.61,10451.9697,1995.74,583.37
2004-04-19,1135.8199,10437.8496,2020.4301,586.95
2004-04-20,1118.15,10314.5,1978.63,575.81
2004-04-21,1124.09,10317.2695,1995.63,583.22
2004-04-22,1139.9301,10461.2002,2032.91,593.24
2004-04-23,1140.6,10472.8398,2049.77,590.71
2004-04-26,1135.53,10444.7305,2036.77,589.45
2004-04-27,1138.11,10478.1602,2032.53,590.76
2004-04-28,1122.41,10342.5996,1989.54,577.06
2004-04-29,1113.89,10272.2695,1958.78,567.25
2004-04-30,1107.3,10225.5703,1920.15,559.8
2004-05-03,1117.49,10314.0,1938.72,565.48
2004-05-04,1119.55,10317.2002,1950.48,569.64
2004-05-05,1121.53,10310.9502,1957.26,570.06
2004-05-06,1113.99,10241.2598,1937.74,563.09
2004-05-07,1098.7,10117.3398,1917.96,548.56
2004-05-10,1087.12,9990.0195,1896.0699,537.86
2004-05-11,1095.45,10019.4697,1931.35,548.67
2004-05-12,1097.28,10045.1602,1925.59,548.99
2004-05-13,1096.4399,10010.7402,1926.03,547.17
2004-05-14,1095.7,10012.8701,1904.25,543.76
2004-05-17,1084.1,9906.9102,1876.64,535.34
2004-05-18,1091.49,9968.5098,1897.8199,542.56
2004-05-19,1088.6801,9937.71,1898.17,540.86
2004-05-20,1089.1899,9937.6396,1896.59,540.75
2004-05-21,1093.5601,9966.7402,1912.09,545.81
2004-05-24,1095.41,9958.4297,1922.98,551.72
2004-05-25,1113.05,10117.6201,1964.65,565.39
2004-05-26,1114.9399,10109.8896,1976.15,567.77
2004-05-27,1121.28,10205.2002,1984.5,568.56
2004-05-28,1120.6801,10188.4502,1986.74,568.28
2004-06-01,1121.2,10202.6504,1990.77,572.49
2004-06-02,1124.99,10262.9697,1988.98,573.56
2004-06-03,1116.64,10195.9102,1960.26,562.44
2004-06-04,1122.5,10242.8203,1978.62,567.75
2004-06-07,1140.42,10391.0801,2020.62,578.9
2004-06-08,1142.1801,10432.5195,2023.53,577.91
2004-06-09,1131.33,10368.4404,1990.61,568.58
2004-06-10,1136.47,10410.0996,1999.87,569.12
2004-06-14,1125.29,10334.7305,1969.99,557.67
2004-06-15,1132.01,10380.4297,1995.6,567.92
2004-06-16,1133.5601,10379.5801,1998.23,570.07
2004-06-17,1132.05,10377.5195,1983.67,569.57
2004-06-18,1135.02,10416.4102,1986.73,570.54
2004-06-21,1130.3,10371.4697,1974.38,568.74
2004-06-22,1134.41,10395.0703,1994.15,571.89
2004-06-23,1144.0601,10479.5703,2020.98,580.15
2004-06-24,1140.65,10443.8096,2015.5699,579.05
2004-06-25,1134.4301,10371.8398,2025.47,587.7
2004-06-28,1133.35,10357.0898,2019.8199,584.1
2004-06-29,1136.2,10413.4297,2034.9301,587.83
2004-06-30,1140.84,10435.4805,2047.79,591.52
2004-07-01,1128.9399,10334.1602,2015.55,582.43
2004-07-02,1125.38,10282.8301,2006.66,582.72
2004-07-06,1116.21,10219.3398,1963.4301,572.41
2004-07-07,1118.33,10240.29,1966.08,572.03
2004-07-08,1109.11,10171.5596,1935.3199,560.71
2004-07-09,1112.8101,10213.2197,1946.33,563.73
2004-07-12,1114.35,10238.2197,1936.92,562.24
2004-07-13,1115.14,10247.5898,1931.66,562.69
2004-07-14,1111.47,10208.7998,1914.88,559.74
2004-07-15,1106.6899,10163.1602,1912.71,562.16
2004-07-16,1101.39,10139.7803,1883.15,555.48
2004-07-19,1100.9,10094.0596,1883.83,554.73
2004-07-20,1108.67,10149.0703,1917.0699,564.19
2004-07-21,1093.88,10046.1299,1874.37,548.57
2004-07-22,1096.84,10050.3301,1889.0601,546.52
2004-07-23,1086.2,9962.2197,1849.09,539.23
2004-07-26,1084.0699,9961.9199,1839.02,533.49
2004-07-27,1094.83,10085.1396,1869.1,544.61
2004-07-28,1095.42,10117.0703,1858.26,541.2
2004-07-29,1100.4301,10129.2402,1881.0601,549.83
2004-07-30,1101.72,10139.71,1887.36,551.29
2004-08-02,1106.62,10179.1602,1892.09,551.93
2004-08-03,1099.6899,10120.2402,1859.42,543.63
2004-08-04,1098.63,10126.5098,1855.0601,542.67
2004-08-05,1080.7,9963.0303,1821.63,532.36
2004-08-06,1063.97,9815.3301,1776.89,519.65
2004-08-09,1065.22,9814.6602,1774.64,518.38
2004-08-10,1079.04,9944.6699,1808.7,529.83
2004-08-11,1075.79,9938.3203,1782.42,526.63
2004-08-12,1063.23,9814.5898,1752.49,517.1
2004-08-13,1064.8,9825.3496,1757.22,517.39
2004-08-16,1079.34,9954.5498,1782.84,528.06
2004-08-17,1081.71,9972.8301,1795.25,530.0
2004-08-18,1095.17,10083.1504,1831.37,541.61
2004-08-19,1091.23,10040.8203,1819.89,537.44
2004-08-20,1098.35,10110.1396,1838.02,547.92
2004-08-23,1095.6801,10073.0498,1838.7,543.47
2004-08-24,1096.1899,10098.6299,1836.89,545.01
2004-08-25,1104.96,10181.7402,1860.72,550.14
2004-08-26,1105.09,10173.4102,1852.92,547.25
2004-08-27,1107.77,10195.0098,1862.09,551.67
2004-08-30,1099.15,10122.5195,1836.49,544.56
2004-08-31,1104.24,10173.9199,1838.1,547.93
2004-09-01,1105.91,10168.46,1850.41,552.46
2004-09-02,1118.3101,10290.2803,1873.4301,559.78
2004-09-03,1113.63,10260.2002,1844.48,556.24
2004-09-07,1121.3,10342.79,1858.5601,562.93
2004-09-08,1116.27,10313.3604,1850.64,557.79
2004-09-09,1118.38,10289.0996,1869.65,566.18
2004-09-10,1123.92,10313.0703,1894.3101,569.91
2004-09-13,1125.8199,10314.7598,1910.38,573.1
2004-09-14,1128.33,10318.1602,1915.4,570.96
2004-09-15,1120.37,10231.3604,1896.52,568.52
2004-09-16,1123.5,10244.4902,1904.08,574.54
2004-09-17,1128.55,10284.46,1910.09,573.17
2004-09-20,1122.2,10204.8896,1908.0699,570.74
2004-09-21,1129.3,10244.9297,1921.1801,576.92
2004-09-22,1113.5601,10109.1797,1885.71,565.89
2004-09-23,1108.36,10038.9004,1886.4301,565.8
2004-09-24,1110.11,10047.2402,1879.48,565.97
2004-09-27,1103.52,9988.54,1859.88,558.36
2004-09-28,1110.0601,10077.4004,1869.87,565.66
2004-09-29,1114.8,10136.2402,1893.9399,571.07
2004-09-30,1114.58,10080.2695,1896.84,572.94
2004-10-01,1131.5,10192.6504,1942.2,585.03
2004-10-04,1135.17,10216.54,1952.4,589.09
2004-10-05,1134.48,10177.6797,1955.5,587.34
2004-10-06,1142.05,10239.9199,1971.03,592.66
2004-10-07,1130.65,10125.4004,1948.52,582.6
2004-10-08,1122.14,10055.2002,1919.97,575.65
2004-10-11,1124.39,10081.9697,1928.76,577.56
2004-10-12,1121.84,10077.1797,1925.17,576.71
2004-10-13,1113.65,10002.3301,1920.53,569.42
2004-10-14,1103.29,9894.4502,1903.02,564.88
2004-10-15,1108.2,9933.3799,1911.5,569.42
2004-10-18,1114.02,9956.3203,1936.52,572.03
2004-10-19,1103.23,9897.6201,1922.9,566.67
2004-10-20,1103.66,9886.9297,1932.97,570.13
2004-10-21,1106.49,9865.7598,1953.62,576.66
2004-10-22,1095.74,9757.8096,1915.14,567.78
2004-10-25,1094.8,9749.9902,1914.04,571.67
2004-10-26,1111.09,9888.4805,1928.79,577.61
2004-10-27,1125.4,10002.0303,1969.99,587.18
2004-10-28,1127.4399,10004.54,1975.74,585.63
2004-10-29,1130.2,10027.4697,1974.99,583.79
2004-11-01,1130.51,10054.3896,1979.87,587.0
2004-11-02,1130.5601,10035.7305,1984.79,585.44
2004-11-03,1143.2,10137.0498,2004.33,595.33
2004-11-04,1161.67,10314.7598,2023.63,602.13
2004-11-05,1166.17,10387.54,2038.9399,604.29
2004-11-08,1164.89,10391.3096,2039.25,602.08
2004-11-09,1164.08,10386.3701,2043.33,606.64
2004-11-10,1162.91,10385.4805,2034.5601,609.61
2004-11-11,1173.48,10469.8398,2061.27,616.3
2004-11-12,1184.17,10539.0098,2085.3401,621.98
2004-11-15,1183.8101,10550.2402,2094.0901,623.86
2004-11-16,1175.4301,10487.6504,2078.6201,617.89
2004-11-17,1181.9399,10549.5703,2099.6799,622.97
2004-11-18,1183.55,10572.5498,2104.28,622.06
2004-11-19,1170.34,10456.9102,2070.6299,613.44
2004-11-22,1177.24,10489.4199,2085.1899,621.52
2004-11-23,1176.9399,10492.5996,2084.28,624.53
2004-11-24,1181.76,10520.3096,2102.54,629.5
2004-11-26,1182.65,10522.2305,2101.97,631.16
2004-11-29,1178.5699,10475.9004,2106.8701,634.46
2004-11-30,1173.8199,10428.0195,2096.8101,633.77
2004-12-01,1191.37,10590.2197,2138.23,643.68
2004-12-02,1190.33,10585.1201,2143.5701,642.51
2004-12-03,1191.17,10592.21,2147.96,642.21
2004-12-06,1190.25,10547.0596,2151.25,639.03
2004-12-07,1177.0699,10440.5801,2114.6599,625.5
2004-12-08,1182.8101,10494.2305,2126.1101,631.15
2004-12-09,1189.24,10552.8203,2129.01,629.19
2004-12-10,1188.0,10543.2197,2128.0701,632.24
2004-12-13,1198.6801,10638.3203,2148.5,638.03
2004-12-14,1203.38,10676.4502,2159.8401,643.54
2004-12-15,1205.72,10691.4502,2162.55,648.61
2004-12-16,1203.21,10705.6396,2146.1499,642.23
2004-12-17,1194.2,10649.9199,2135.2,642.08
2004-12-20,1194.65,10661.5996,2127.8501,638.05
2004-12-21,1205.45,10759.4297,2150.9099,646.2
2004-12-22,1209.5699,10815.8896,2157.03,648.46
2004-12-23,1210.13,10827.1201,2160.6201,649.37
2004-12-27,1204.92,10776.1299,2154.22,644.34
2004-12-28,1213.54,10854.54,2177.1899,654.57
2004-12-29,1213.45,10829.1904,2177.0,653.34
2004-12-30,1213.55,10800.2998,2178.3401,653.06
2004-12-31,1211.92,10783.0098,2175.4399,651.57
2005-01-03,1202.08,10729.4297,2152.1499,640.44
2005-01-04,1188.05,10630.7803,2107.8601,628.54
2005-01-05,1183.74,10597.8301,2091.24,617.48
2005-01-06,1187.89,10622.8799,2090.0,619.82
2005-01-07,1186.1899,10603.96,2088.6101,613.21
2005-01-10,1190.25,10621.0303,2097.04,617.74
2005-01-11,1182.99,10556.2197,2079.6201,611.53
2005-01-12,1187.7,10617.7803,2092.53,613.19
2005-01-13,1177.45,10505.8301,2070.5601,610.13
2005-01-14,1184.52,10558.0,2087.9099,617.48
2005-01-18,1195.98,10628.79,2106.04,624.87
2005-01-19,1184.63,10539.9697,2073.5901,617.91
2005-01-20,1175.41,10471.4697,2045.88,612.34
2005-01-21,1167.87,10392.9902,2034.27,611.08
2005-01-24,1163.75,10368.6104,2008.7,604.53
2005-01-25,1168.41,10461.5596,2019.95,606.5
2005-01-26,1174.0699,10498.5898,2046.09,616.57
2005-01-27,1174.55,10467.4004,2047.15,616.9
2005-01-28,1171.36,10427.2002,2035.83,613.0
2005-01-31,1181.27,10489.9404,2062.4099,624.02
2005-02-01,1189.41,10551.9404,2068.7,628.14
2005-02-02,1193.1899,10596.79,2075.0601,631.98
2005-02-03,1189.89,10593.0996,2057.6399,629.32
2005-02-04,1203.03,10716.1299,2086.6599,637.44
2005-02-07,1201.72,10715.7598,2082.03,636.62
2005-02-08,1202.3,10724.6299,2086.6799,638.72
2005-02-09,1191.99,10664.1104,2052.55,625.71
2005-02-10,1197.01,10749.6104,2053.1001,626.81
2005-02-11,1205.3,10796.0098,2076.6599,634.76
2005-02-14,1206.14,10791.1299,2082.9099,635.02
2005-02-15,1210.12,10837.3203,2089.21,634.94
2005-02-16,1210.34,10834.8799,2087.4299,638.85
2005-02-17,1200.75,10754.2598,2061.3401,631.14
2005-02-18,1201.59,10785.2197,2058.6201,630.13
2005-02-22,1184.16,10611.2002,2030.3199,617.93
2005-02-23,1190.8,10673.79,2031.25,620.54
2005-02-24,1200.2,10748.79,2051.7,627.56
2005-02-25,1211.37,10841.5996,2065.3999,637.53
2005-02-28,1203.6,10766.2305,2051.72,634.06
2005-03-01,1210.41,10830.0,2071.25,638.53
2005-03-02,1210.08,10811.9697,2067.5,637.33
2005-03-03,1210.47,10833.0303,2058.3999,638.29
2005-03-04,1222.12,10940.5498,2070.6101,644.95
2005-03-07,1225.3101,10936.8604,2090.21,643.86
2005-03-08,1219.4301,10912.6201,2073.55,637.98
2005-03-09,1207.01,10805.6201,2061.29,631.08
2005-03-10,1209.25,10851.5098,2059.72,626.94
2005-03-11,1200.08,10774.3604,2041.6,626.84
2005-03-14,1206.83,10804.5098,2051.04,630.3
2005-03-15,1197.75,10745.0996,2034.98,626.82
2005-03-16,1188.0699,10633.0703,2015.75,622.92
2005-03-17,1190.21,10626.3496,2016.42,625.46
2005-03-18,1189.65,10629.6699,2007.79,622.57
2005-03-21,1183.78,10565.3896,2007.51,621.57
2005-03-22,1171.71,10470.5098,1989.34,618.58
2005-03-23,1172.53,10456.0195,1990.22,612.06
2005-03-24,1171.42,10442.8701,1991.0601,615.27
2005-03-28,1174.28,10485.6504,1992.52,615.12
2005-03-29,1165.36,10405.7002,1973.88,604.63
2005-03-30,1181.41,10540.9297,2005.67,614.9
2005-03-31,1180.59,10503.7598,1999.23,615.07
2005-04-01,1172.92,10404.2998,1984.8101,611.55
2005-04-04,1176.12,10421.1396,1991.0699,613.76
2005-04-05,1181.39,10458.46,1999.3199,614.5
2005-04-06,1184.0699,10486.0195,1999.14,616.21
2005-04-07,1191.14,10546.3203,2018.79,619.76
2005-04-08,1181.2,10461.3398,1999.35,610.75
2005-04-11,1181.21,10448.5596,1992.12,607.17
2005-04-12,1187.76,10507.9697,2005.4,613.03
2005-04-13,1173.79,10403.9297,1974.37,602.54
2005-04-14,1162.05,10278.75,1946.71,591.94
2005-04-15,1142.62,10087.5098,1908.15,580.78
2005-04-18,1145.98,10071.25,1912.92,585.33
2005-04-19,1152.78,10127.4102,1932.36,594.94
2005-04-20,1137.5,10012.3604,1913.76,584.96
2005-04-21,1159.95,10218.5996,1962.41,598.98
2005-04-22,1152.12,10157.71,1932.1899,589.53
2005-04-25,1162.1,10242.4697,1950.78,596.44
2005-04-26,1151.83,10151.1299,1927.4399,587.66
2005-04-27,1156.38,10198.7998,1930.4301,587.14
2005-04-28,1143.22,10070.3701,1904.1801,575.02
2005-04-29,1156.85,10192.5098,1921.65,579.38
2005-05-02,1162.16,10251.7002,1928.65,585.86
2005-05-03,1161.17,10256.9502,1933.0699,584.48
2005-05-04,1175.65,10384.6396,1962.23,595.22
2005-05-05,1172.63,10340.3799,1961.8,595.64
2005-05-06,1171.35,10345.4004,1967.35,596.52
2005-05-09,1178.84,10384.3398,1979.67,602.91
2005-05-10,1166.22,10281.1104,1962.77,595.04
2005-05-11,1171.11,10300.25,1971.55,595.57
2005-05-12,1159.36,10189.4805,1963.88,586.89
2005-05-13,1154.05,10140.1201,1976.78,582.02
2005-05-16,1165.6899,10252.29,1994.4301,591.71
2005-05-17,1173.8,10331.8799,2004.15,595.27
2005-05-18,1185.5601,10464.4502,2030.65,607.88
2005-05-19,1191.08,10493.1904,2042.58,610.46
2005-05-20,1189.28,10471.9102,2046.42,609.41
2005-05-23,1193.86,10523.5596,2056.6499,612.87
2005-05-24,1194.0699,10503.6797,2061.6201,612.95
2005-05-25,1190.01,10457.7998,2050.1201,606.4
2005-05-26,1197.62,10537.5996,2071.24,614.7
2005-05-27,1198.78,10542.5498,2075.73,616.9
2005-05-31,1191.5,10467.4805,2068.22,616.71
2005-06-01,1202.22,10549.8701,2087.8601,623.74
2005-06-02,1204.29,10553.4902,2097.8,625.24
2005-06-03,1196.02,10460.9697,2071.4299,620.3
2005-06-06,1197.51,10467.0303,2075.76,622.94
2005-06-07,1197.26,10483.0703,2067.1599,623.78
2005-06-08,1194.67,10476.8604,2060.1799,620.47
2005-06-09,1200.9301,10503.0195,2076.9099,626.23
2005-06-10,1198.11,10512.6299,2063.0,626.33
2005-06-13,1200.8199,10522.5596,2068.96,629.02
2005-06-14,1203.91,10547.5703,2069.04,634.39
2005-06-15,1206.58,10566.3701,2074.9199,637.19
2005-06-16,1210.96,10578.6504,2089.1499,644.03
2005-06-17,1216.96,10623.0703,2090.1101,644.19
2005-06-20,1216.1,10609.1104,2088.1299,641.84
2005-06-21,1213.61,10599.6699,2091.0701,641.04
2005-06-22,1213.88,10587.9297,2092.03,643.45
2005-06-23,1200.73,10421.4404,2070.6599,634.12
2005-06-24,1191.5699,10297.8398,2053.27,630.41
2005-06-27,1190.6899,10290.7803,2045.2,628.31
2005-06-28,1201.5699,10405.6299,2069.8899,641.48
2005-06-29,1199.85,10374.4805,2068.8899,642.76
2005-06-30,1191.33,10274.9697,2056.96,639.66
2005-07-01,1194.4399,10303.4404,2057.3701,643.04
2005-07-05,1204.99,10371.7998,2078.75,653.23
2005-07-06,1194.9399,10270.6797,2068.6499,648.27
2005-07-07,1197.87,10302.29,2075.6599,649.3
2005-07-08,1211.86,10449.1396,2112.8799,662.14
2005-07-11,1219.4399,10519.7197,2135.4299,671.74
2005-07-12,1222.21,10513.8896,2143.1499,670.79
2005-07-13,1223.29,10557.3896,2144.1101,667.65
2005-07-14,1226.5,10628.8896,2152.8201,663.02
2005-07-15,1227.92,10640.8301,2156.78,663.74
2005-07-18,1221.13,10574.9902,2144.8701,658.56
2005-07-19,1229.35,10646.5596,2173.1799,668.86
2005-07-20,1235.2,10689.1504,2188.5701,677.56
2005-07-21,1227.04,10627.7695,2178.6001,667.1
2005-07-22,1233.6801,10651.1797,2179.74,677.78
2005-07-25,1229.03,10596.4805,2166.74,670.99
2005-07-26,1231.16,10579.7695,2175.99,674.58
2005-07-27,1236.79,10637.0898,2186.22,674.88
2005-07-28,1243.72,10705.5498,2198.4399,683.04
2005-07-29,1234.1801,10640.9102,2184.8301,679.75
2005-08-01,1235.35,10623.1504,2195.3799,682.8
2005-08-02,1244.12,10683.7402,2218.1499,688.51
2005-08-03,1245.04,10697.5898,2216.8101,683.38
2005-08-04,1235.86,10610.0996,2191.3201,671.84
2005-08-05,1226.42,10558.0303,2177.9099,662.79
2005-08-08,1223.13,10536.9297,2164.3899,659.6
2005-08-09,1231.38,10615.6699,2174.1899,660.48
2005-08-10,1229.13,10594.4102,2157.8101,660.16
2005-08-11,1237.8101,10685.8896,2174.55,666.37
2005-08-12,1230.39,10600.3096,2156.8999,660.0
2005-08-15,1233.87,10634.3799,2167.04,665.64
2005-08-16,1219.34,10513.4502,2137.0601,654.61
2005-08-17,1220.24,10550.71,2145.1499,654.82
2005-08-18,1219.02,10554.9297,2136.0801,651.19
2005-08-19,1219.71,10559.2305,2135.5601,652.51
2005-08-22,1221.73,10569.8896,2141.4099,657.47
2005-08-23,1217.59,10519.5801,2137.25,655.47
2005-08-24,1209.59,10434.8701,2128.9099,655.01
2005-08-25,1212.37,10450.6299,2134.3701,657.7
2005-08-26,1205.1,10397.29,2120.77,648.64
2005-08-29,1212.28,10463.0498,2137.6499,655.32
2005-08-30,1208.41,10412.8203,2129.76,653.76
2005-08-31,1220.33,10481.5996,2152.0901,666.51
2005-09-01,1221.59,10459.6299,2147.8999,668.45
2005-09-02,1218.02,10447.3701,2141.0701,663.33
2005-09-06,1233.39,10589.2402,2166.8601,674.48
2005-09-07,1236.36,10633.5,2172.03,677.32
2005-09-08,1231.67,10595.9297,2166.03,673.47
2005-09-09,1241.48,10678.5596,2175.51,678.05
2005-09-12,1240.5601,10682.9404,2182.8301,680.82
2005-09-13,1231.2,10597.4404,2171.75,673.13
2005-09-14,1227.16,10544.9004,2149.3301,666.35
2005-09-15,1227.73,10558.75,2146.1499,665.42
2005-09-16,1237.91,10641.9404,2160.3501,671.98
2005-09-19,1231.02,10557.6299,2145.26,667.02
2005-09-20,1221.34,10481.5195,2131.3301,660.63
2005-09-21,1210.2,10378.0303,2106.6399,649.94
2005-09-22,1214.62,10422.0498,2110.78,651.16
2005-09-23,1215.29,10419.5898,2116.8401,655.46
2005-09-26,1215.63,10443.6299,2121.46,660.2
2005-09-27,1215.66,10456.21,2116.4199,659.17
2005-09-28,1216.89,10473.0898,2115.3999,656.04
2005-09-29,1227.6801,10552.7803,2141.22,665.03
2005-09-30,1228.8101,10568.7002,2151.6899,667.8
2005-10-03,1226.7,10535.4805,2155.4299,670.55
2005-10-04,1214.47,10441.1104,2139.3601,663.84
2005-10-05,1196.39,10317.3604,2103.02,644.98
2005-10-06,1191.49,10287.0996,2084.0801,639.45
2005-10-07,1195.9,10292.3096,2090.3501,644.33
2005-10-10,1187.33,10238.7598,2078.9199,637.97
2005-10-11,1184.87,10253.1699,2061.0901,630.08
2005-10-12,1177.6801,10216.9102,2037.47,621.57
2005-10-13,1176.84,10216.5898,2047.22,623.28
2005-10-14,1186.5699,10287.3398,2064.8301,633.15
2005-10-17,1190.1,10348.0996,2070.3,633.37
2005-10-18,1178.14,10285.2598,2056.0,625.36
2005-10-19,1195.76,10414.1299,2091.24,638.28
2005-10-20,1177.8,10281.0996,2068.1101,627.54
2005-10-21,1179.59,10215.2197,2082.21,632.73
2005-10-24,1199.38,10385.0,2115.8301,646.6
2005-10-25,1196.54,10377.8701,2109.45,642.73
2005-10-26,1191.38,10344.9805,2100.05,638.41
2005-10-27,1178.9,10229.9502,2063.8101,624.03
2005-10-28,1198.41,10402.7695,2089.8799,635.33
2005-10-31,1207.01,10440.0703,2120.3,646.61
2005-11-01,1202.76,10406.7695,2114.05,643.02
2005-11-02,1214.76,10472.7305,2144.3101,657.05
2005-11-03,1219.9399,10522.5898,2160.22,658.77
2005-11-04,1220.14,10530.7598,2169.4299,658.16
2005-11-07,1222.8101,10586.2305,2178.24,661.24
2005-11-08,1218.59,10539.7197,2172.0701,656.23
2005-11-09,1220.65,10546.21,2175.8101,659.83
2005-11-10,1230.96,10640.0996,2196.6799,664.93
2005-11-11,1234.72,10686.04,2202.47,666.66
2005-11-14,1233.76,10697.1699,2200.95,663.93
2005-11-15,1229.01,10686.4404,2186.74,656.23
2005-11-16,1231.21,10674.7598,2187.9299,654.64
2005-11-17,1242.8,10720.2197,2220.46,667.14
2005-11-18,1248.27,10766.3301,2227.0701,672.22
2005-11-21,1254.85,10820.2803,2241.6699,678.96
2005-11-22,1261.23,10871.4297,2253.5601,682.55
2005-11-23,1265.61,10916.0898,2259.98,683.14
2005-11-25,1268.25,10931.6201,2263.01,683.58
2005-11-28,1257.46,10890.7197,2239.3701,671.5
2005-11-29,1257.48,10888.1602,2232.71,673.69
2005-11-30,1249.48,10805.8701,2232.8201,677.29
2005-12-01,1264.67,10912.5703,2267.1699,690.21
2005-12-02,1265.08,10877.5098,2273.3701,690.57
2005-12-05,1262.09,10835.0098,2257.6399,686.57
2005-12-06,1263.7,10856.8604,2260.76,687.58
2005-12-07,1257.37,10810.9102,2252.01,683.01
2005-12-08,1255.84,10755.1201,2246.46,685.22
2005-12-09,1259.37,10778.5801,2256.73,688.77
2005-12-12,1260.4301,10767.7695,2260.95,689.54
2005-12-13,1267.4301,10823.7197,2265.0,689.03
2005-12-14,1272.74,10883.5098,2262.5901,690.5
2005-12-15,1270.9399,10881.6699,2260.6299,684.74
2005-12-16,1267.3199,10875.5898,2252.48,683.09
2005-12-19,1259.92,10836.5303,2222.74,672.25
2005-12-20,1259.62,10805.5498,2222.4199,672.78
2005-12-21,1262.79,10833.7305,2231.6599,679.74
2005-12-22,1268.12,10889.4404,2246.49,684.08
2005-12-23,1268.66,10883.2695,2249.4199,686.44
2005-12-27,1256.54,10777.7695,2226.8899,676.58
2005-12-28,1258.17,10796.2598,2228.9399,680.08
2005-12-29,1254.42,10784.8203,2218.1599,677.96
2005-12-30,1248.29,10717.5,2205.3201,673.22
